name,summary,calories,protein,carbs,fat,meal_type,ingredients,instructions,servings,prep_time,cook_time,course,nutrition_details,proper_meal_type,dish_type,t2d_suitable,cvd_suitable,healthiness
fish cakes,A diabetic-friendly recipe with a Pakistani twist.,261.0,25.0,12.0,12.0,unknown,"['1 unit 2 cups hake fillet (cooked and flaked)', '1 unit 1 onion', '1 unit 1 tablespoon garlic and ginger paste', '1 unit 1 lemon zest', '1 unit 2 tablespoons fresh mint (finely chopped)', '1 unit 2 green chilies (finely chopped)', '1 unit ½ cup fresh coriander (chopped)', '1 unit 2 slices brown bread', '1 unit 1 large egg (beaten)', '1 unit salt and freshly ground black pepper to taste', '1 unit oil for shallow frying', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['in a mixing bowl, add the fish.', 'squeeze the grated onion and discard the juice.', 'add onion ,ginger-garlic paste ,lemon zest, chopped greens, and chopped chilies to fish and mix well.', 'soak the bread in milk and mash with a fork until it forms a smooth paste.', 'add in the egg and stir into fish.', 'season with salt and pepper, and shape into balls.', 'heat the oil in a frying pan and fry the balls until golden on all sides. drain on absorbent paper.', 'alternative: baking: place the prepared balls on an tandoor or handi tray and lightly brush with olive oil. bake at 150°c for 15 minutes or until golden brown.', 'alternative: air-frying: place the prepared balls in the air-fryer and lightly brush with olive oil. air-fry at 160°c for 10-15 minutes or until golden brown.', 'serve immediately.', 'nb : bread should be just moistened, enough to mix. avoid making it too runny. add egg bit by bit to bind the mixture']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '2 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '60 mg', 'Sodium': '120 mg', 'Potassium': '400 mg', 'Fiber': '2 g', 'Sugar': '2 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '6%', 'Iron': '15%'}",lunch,main,yes,yes,8
creamy broccoli and barley soup,A diabetic-friendly recipe with a Pakistani twist.,234.0,8.0,35.0,8.0,unknown,"['1 unit 300 g broccoli florets', '1 unit 1 tablespoon mustard oil', '1 unit 1 medium onion', '1 unit 100 ml water', '1 unit 100 ml reduced fat malai', '1 unit 1 sprig fresh ajwain', '1 unit 5 g fresh parsley', '1 unit 1/2 cup cooked pearl barley', '1 unit 2 tablespoon plain low fat yoghurt for garnish', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['put the olive oil, thyme and onions into a medium pot on a   medium heat.', 'sweat the onions until soft and translucent. add the broccoli, cream and water and put a lid on the pot.', 'cook for 5 minutes until the broccoli is soft.', 'add the parsley and remove from the heat.', 'blend in small batches until smooth.', 'remove the soup from the blender, pour back into the pot and season with salt and pepper.', 'add the cooked barley and heat the soup. serve with a dollop of yoghurt to garnish and fresh chopped herbs.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '0 g', 'Cholesterol': '10 mg', 'Sodium': '120 mg', 'Potassium': '400 mg', 'Fiber': '6 g', 'Sugar': '6 g', 'Vitamin A': '20%', 'Vitamin C': '100%', 'Calcium': '15%', 'Iron': '10%'}",lunch,main,maybe,yes,7
chickpeas biriyani,A diabetic-friendly recipe with a Pakistani twist.,417.0,15.0,60.0,18.0,unknown,"['1 unit 2 cups chickpeas cooked with a little salt', '1 unit 2 teaspoon red chili powder', '1 unit 1 tablespoon plain yoghurt', '1 unit 1 teaspoon fenugreek seeds', '1 unit 2 teaspoon garam masala', '1 unit ½ teaspoon turmeric powder', '1 unit 1½  cup basmati rice', '1 unit 2 tablespoon oil', '1 unit 2 teaspoon ghee', '1 unit 2 pinches saffron', '1 unit 1 tablespoon warm milk', '1 unit 1 bay leaf', '1 unit 2 onions', '1 unit 1 tablespoon ginger garlic paste', '1 unit 2 tomatoes', '1 unit 2½ cups water', '1 unit salt as needed', '1 unit mint leaves a handful', '1 unit coriander leaves a handful', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['pressure cook pre-soaked chickpeas with salt for 6-7 whistles. drain water completely. add the cooked chickpeas in a bowl. add 1 teaspoon red chili powder,1 tablespoon curd, 1 teaspoon chickpeas masala powder, and 1 teaspoon fenugreek seeds. mix well. keep aside for 10 mins.', 'wash and soak basmati rice in water. soak 2 pinches of saffron in 1 tablespoon warm milk.', 'in a pan add 2 tablespoon oil and 2 teaspoon ghee. add 1 bay leaf and 2 slit green chilis. add 2 thinly sliced onion and sauté till translucent.', 'add 1 tablespoon ginger garlic paste and sauté for a minute. season and mix well.  add in 2 chopped tomatoes and cook for 2 minutes, pour in the marinated chickpea mix.', 'mix well and cook for 2 minutes. add the soaked rice with water and add the saffron milk. mix well. add chopped mint leaves and coriander leaves.  cook till rice is soft. serve.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '10 mg', 'Sodium': '400 mg', 'Potassium': '800 mg', 'Fiber': '8 g', 'Sugar': '4 g', 'Vitamin A': '10%', 'Vitamin C': '20%', 'Calcium': '15%', 'Iron': '20%'}",dinner,main,maybe,maybe,6
roasted cauliflower steak & spanakopita melts,A diabetic-friendly recipe with a Pakistani twist.,311.0,20.0,10.0,22.0,unknown,"['1 unit 2 medium heads cauliflower', '1 unit 2 tablespoons extra-virgin mustard oil', '1 unit ¼ teaspoon salt', '1 unit ¼ cup chopped shallot', '1 unit 3 cups baby spinach', '1 unit 2 teaspoons chopped fresh dill', '1 unit 2 teaspoons chopped fresh parsley', '1 unit 1 clove garlic', '1 unit ¼ teaspoon ground pepper', '1 unit ½ cup ricotta cheese', '1 unit 6 tablespoons crumbled feta cheese', '1 unit ½ cup shredded smoked cheddar cheese', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat tandoor or handi to 220c. line a large rimmed baking sheet with foil.', 'remove any outer leaves from cauliflower, but keep stems intact. place on a cutting board, stem-side down. using a large chef\'s knife, cut from the center of each head to make 4 cauliflower ""steaks."". place the steaks on the prepared baking sheet. brush both sides with 1 tablespoon oil and sprinkle with salt.', 'roast, turning halfway through, until the cauliflower steaks are tender, 30 to 35 minutes.', 'heat the remaining 1 tablespoon oil in a large nonstick pan over medium-high heat. add shallot and cook, stirring often, until softened, about 1 minute. add spinach in batches and cook, stirring, until wilted, 3 to 5 minutes. stir in dill, parsley, garlic and pepper. cook, stirring, for 1 minute. transfer the spinach mixture to a large mixing bowl. stir in ricotta and feta.', 'top each cauliflower steak with 1/2 cup of the spinach mixture and 2 tablespoons of cheddar. tawa the cauliflower until the cheese melts and starts to lightly brown, about 2 minutes. serve immediately.']",4.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '10 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '40 mg', 'Sodium': '250 mg', 'Potassium': '400 mg', 'Fiber': '5 g', 'Sugar': '5 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '20%', 'Iron': '15%'}",dinner,main,yes,maybe,7
blueberry muffins,A diabetic-friendly recipe with a Pakistani twist.,224.0,5.0,35.0,12.0,unknown,"['1 unit 2 ripe banana’s', '1 unit 300g whole wheat flour', '1 unit 1½ teaspoons baking powder', '1 unit 1 teaspoon bicarbonate of soda', '1 unit ½ cup brown sugar', '1 unit 300ml buttermilk', '1 unit 1 egg', '1 unit 75g mustard oil', '1 unit 1 cup blueberries', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['preheat the tandoor or handi 180°c and line a muffin tray with paper cups.', 'peel the banana’s and mash with a fork.', 'mix together the flour, baking powder, bicarbonate of soda, sugar.', 'make a well in the centre and add the buttermilk, egg, olive oil and mashed banana’s.   stir in the blueberries.', 'fill the cups ¾ way with the mixture. bake for 10-20 minutes.', 'remove and cool before serving.']",12.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '2 g', 'Polyunsaturated Fat': '3 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '20 mg', 'Sodium': '120 mg', 'Potassium': '250 mg', 'Fiber': '4 g', 'Sugar': '15 g', 'Vitamin A': '8%', 'Vitamin C': '15%', 'Calcium': '10%', 'Iron': '8%'}",breakfast,dessert,no,maybe,4
amritsari chole,A diabetic-friendly recipe with a Pakistani twist.,403.0,20.0,60.0,18.0,unknown,"['1 unit 2 cups chickpeas', '1 unit 3 tablespoons ghee', '1 unit 1 onion ', '1 unit 2 green chillies ', '1 unit 2 teaspoons ginger ', '1 unit 4 cloves garlic ', '1 unit 1 tomato ', '1 unit 1/2 teaspoon turmeric powder', '1 unit 1 teaspoon salt', '1 unit salt ', '1 unit amritsari chole masala powder', '1 unit 1 cinnamon stick', '1 unit 4 cloves', '1 unit 1 brown cardamom', '1 unit 2 tablespoons coriander seeds', '1 unit 2 teaspoons cumin seeds', '1 unit 2 tablespoons dried pomegranate seeds', '1 unit 2 tablespoons whole black pepper corns', '1 unit 2 teaspoons kashmiri red chilli powder', '1 unit 1 teaspoon dry mango powder', '1 unit 1 tablespoon coriander leaves ', '1 tsp garam masala', '1 tsp red chili powder', '1 tsp cumin powder']","['add the soaked chickpeas into the pressure cooker, add a teaspoon of salt. ensure the water level is at least 3cm above the chickpeas.', 'pressure cook the chickpeas for about 10 minutes on high heat. remove and drain. set aside.', 'prepare the masala powder: roast all ingredients on medium high heat for about 5 minutes until the spices start getting a roasted colour.', 'once done, turn off the heat and allow it to cool a bit. once cooled, add the roasted chole masala spices into a small jar of the mixer grinder, add the kashmiri red chilli powder and dry mango powder and blend to make smooth powder.', 'add 2 tablespoons of ghee to a preheated pan over medium heat; add the onion, ginger, garlic and sauté until the onion softens. once the onion softens, add the dry amritsari chole masala, ginger, garlic , chopped tomatoes, turmeric powder and saute the tomatoes until it becomes mushy and soft.', 'add the cooked the chickpeas and stir well to combine. cover the pan and simmer for 30 minutes. after 15 minutes of simmering, keep the pan uncovered and cook it open until the amritsari chole masala has a thick gravy consistency.', 'once done, add the remaining 1 tablespoon of ghee and give it a brisk boil for a minute and turn off the heat. finally garnish with coriander leaves.']",2.0,15 minutes,30 minutes,Pakistani Cuisine,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '4 g', 'Monounsaturated Fat': '6 g', 'Trans Fat': '0 g', 'Cholesterol': '10 mg', 'Sodium': '400 mg', 'Potassium': '800 mg', 'Fiber': '10 g', 'Sugar': '10 g', 'Vitamin A': '20%', 'Vitamin C': '40%', 'Calcium': '10%', 'Iron': '25%'}",dinner,main,maybe,maybe,6
Roghni Naan,"Roghni Naan is a soft, buttery flatbread often served with rich curries or kababs. It's prepared with plain flour and butter, with a golden-brown finish after baking.",498.0,10.0,79.0,15.0,unknown,"['½ kg Plain flour', '6 tbsp Butter', '1 tbsp Sugar', '1½ tsp Yeast', 'Salt to taste', 'Water as needed']","['Dissolve yeast and 1 tbsp of sugar in warm water. Once the yeast begins to rise, mix it with plain flour, salt, and butter.', 'Knead the mixture with milk or equal portions of water.', 'Leave aside for 2-3 hours.', 'Fold over the kneaded dough using your hands.', 'Divide each portion into a flat naan, and use a fork to make marks on it.', 'Bake the naans in a pre-heated oven at 200°C for 8-10 minutes.', 'When the naan turns to a golden-brown colour, brush butter on it and bake for a few more minutes.', 'Serve hot.']",5.0,2-3 hours,15 minutes,Bread,"{'Saturated Fat': '9 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '4 g', 'Trans Fat': '0 g', 'Cholesterol': '36 mg', 'Sodium': '280 mg', 'Potassium': '130 mg', 'Fiber': '3 g', 'Sugar': '3 g', 'Vitamin A': '400 IU', 'Vitamin C': '0 mg', 'Calcium': '40 mg', 'Iron': '3 mg'}",dinner,main,no,no,4
Kulfi Falooda,"Kulfi Falooda is a rich and creamy dessert made with layers of vermicelli, kulfi, rabri, and toppings like nuts and cherries, finished with a drizzle of rose syrup.",265.0,6.0,40.0,9.0,supper,"['½ cup Falooda vermicelli', '2 cups Milk', 'Kulfi (ready-made) as required', '1 tbsp Almonds', '1 tbsp Cashew nuts', '1 tbsp Pistachios', '¾ cup Castor sugar', 'Basil seeds (subza) soaked as required', '8 tsp Candied cherries', '8 tsp Rose syrup', 'Raisins for garnishing']","['To make the rabri, heat milk in a non-stick pan till it thickens.', 'Add almonds, cashew nuts, pistachios, and castor sugar. Mix well and cook till the mixture reduces to half.', 'Remove from heat and refrigerate to chill.', 'Drain and place a portion of the falooda in individual glass mugs.', 'Add 2 tablespoons of basil seeds, and top with some kulfi cubes and cherries.', 'Pour some prepared rabri, and drizzle 2 tsp rose syrup.', 'Garnish with almonds, pistachios, cashew nuts, raisins, kulfi pieces, and a cherry.', 'Serve immediately.']",5.0,60 minutes,20 minutes,Dessert,"{'Saturated Fat': '3 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '2 g', 'Trans Fat': '0 g', 'Cholesterol': '20 mg', 'Sodium': '70 mg', 'Potassium': '150 mg', 'Fiber': '2 g', 'Sugar': '35 g', 'Vitamin A': '300 IU', 'Vitamin C': '1 mg', 'Calcium': '120 mg', 'Iron': '1 mg'}",supper,dessert,no,maybe,3
Multani Halwa,"Multani Halwa is a rich and flavorful dessert made from milk, sprouted wheat flour, and ghee, garnished with nuts like almonds and walnuts.",375.0,6.0,54.0,15.0,supper,"['1 litre Milk', '½ tsp Lemon salt', '½ tsp White flour', '6 tbsp Sprouted wheat flour', '1 cup Sugar', '4 tbsp Pure ghee', '4-5 Green cardamom', 'Almonds as required, for garnishing', 'Walnuts as required, for mixing']","['In a deep pan, boil milk and add white flour, sprouted wheat flour, and then lemon salt.', 'Stir lightly and let the mixture boil for 5 minutes.', 'The paneer will separate. Cook on low heat constantly.', 'When the paneer mixture has reduced to half, gradually add sugar and keep stirring slowly to avoid lumps.', 'Once the mixture is smooth and thick, add ghee and cook.', 'After 20-25 minutes, the mixture will stop sticking to the pan and the ghee will separate.', 'Mix almonds and walnuts into the mixture and spread it evenly in a dish.', 'Cut the mixture into desired shapes (diamond or square pieces). Garnish with pistachios and almonds, and serve.']",4.0,30 minutes,30 minutes,Dessert,"{'Saturated Fat': '8 g', 'Polyunsaturated Fat': '1 g', 'Monounsaturated Fat': '3 g', 'Trans Fat': '0 g', 'Cholesterol': '35 mg', 'Sodium': '50 mg', 'Potassium': '180 mg', 'Fiber': '1 g', 'Sugar': '35 g', 'Vitamin A': '300 IU', 'Vitamin C': '0.5 mg', 'Calcium': '150 mg', 'Iron': '1 mg'}",supper,dessert,no,no,3
Doodh Pati,"Doodh Pati is a traditional milk tea made with black tea, milk, and cardamom, simmered together for a rich and creamy flavor.",110.0,3.0,14.0,5.0,unknown,"['2 cups Milk', '½ cup Water', '2-3 Green cardamom', '2 tsp Tea (black)', '2 tbsp Sugar']","['Cook milk and water in a pan until it comes to a boil.', 'Add sugar and tea, and simmer the mixture along with cardamom.', 'Let the mixture simmer for 2-3 minutes.', 'Beat the mixture well and serve hot.']",4.0,5 minutes,15 minutes,Beverage,"{'Saturated Fat': '3 g', 'Polyunsaturated Fat': '0.2 g', 'Monounsaturated Fat': '1.2 g', 'Trans Fat': '0 g', 'Cholesterol': '15 mg', 'Sodium': '50 mg', 'Potassium': '180 mg', 'Fiber': '0 g', 'Sugar': '12 g', 'Vitamin A': '300 IU', 'Vitamin C': '0 mg', 'Calcium': '150 mg', 'Iron': '0.1 mg'}",afternoon_snack,condiment,no,maybe,5
Peshawari Qahwa,"Peshawari Qahwa is a traditional green tea with cardamom, served with gur for a lightly sweetened, aromatic beverage.",52.0,0.0,14.0,0.0,unknown,"['2 tsp Green tea leaves', '3 Cardamom', '4 cups Water', 'Gur as per taste']","['Boil 2 cups of water in a pan.', 'Tamp the cardamom and add to the water while it heats.', 'Let the mixture come to a boil, then add 1 tsp of green tea.', 'After 3-5 seconds, turn off the stove.', 'Serve Peshawari Qahwa in cups alongside gur.']",3.0,5 minutes,15 minutes,Beverage,"{'Saturated Fat': '0 g', 'Polyunsaturated Fat': '0 g', 'Monounsaturated Fat': '0 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '2 mg', 'Potassium': '20 mg', 'Fiber': '0 g', 'Sugar': '12 g', 'Vitamin A': '0 IU', 'Vitamin C': '0 mg', 'Calcium': '20 mg', 'Iron': '0.1 mg'}",morning_snack,condiment,no,yes,6
Shikanjbeen,"Shikanjbeen is a refreshing lemon-based drink made with honey, black salt, and water, perfect for a hot day.",12.0,0.0,3.0,0.0,unknown,"['1 tbsp Sugar', 'Honey to taste', '5 cups Water', '10 tbsp Lemon juice', '1 1/2 tsp Black salt (4 pinches)']","['Mix honey and water in a pot and stir.', 'Bring the mixture to a boil, stirring constantly until the honey dissolves.', ""Reduce the flame to low, and simmer for about 20 minutes to let the syrup's flavors combine."", 'Remove from heat and submerge mint in the hot syrup.', 'Cool to room temperature, remove and discard the mint, and chill in the refrigerator.']",5.0,10 minutes,20 minutes,Beverage,"{'Saturated Fat': '0 g', 'Polyunsaturated Fat': '0 g', 'Monounsaturated Fat': '0 g', 'Trans Fat': '0 g', 'Cholesterol': '0 mg', 'Sodium': '10 mg', 'Potassium': '20 mg', 'Fiber': '0 g', 'Sugar': '2 g', 'Vitamin A': '0 IU', 'Vitamin C': '5 mg', 'Calcium': '4 mg', 'Iron': '0.1 mg'}",afternoon_snack,condiment,maybe,yes,8
Spicy Turnip,"A flavorful turnip and vegetable dish spiced with chili and cumin, perfect for a quick healthy meal.",120.0,3.0,15.0,7.0,dinner,"['2 tbsp olive oil', '1 diced turnip', '2 diced tomatoes', '1 diced onion', '2 diced carrots', '3 diced potatoes', '1 tsp salt', '1 tsp chili flakes (optional)', '1 tsp cumin seeds', '1 mug water', 'A handful fresh dill']","['Sauté the onions until light brown. Add the tomatoes and spices and sauté for 5 minutes.', 'Add water and all the vegetables. Bring to the boil, then reduce to low heat and simmer for 20 minutes.', 'Sprinkle with fresh dill before serving.']",4.0,10 minutes,20 minutes,Main Course,{},lunch,side,yes,maybe,7
Overnight Oats,"A simple and nutritious breakfast made with jumbo oats and chia seeds, soaked overnight for a creamy, pudding-like texture.",210.0,7.0,35.0,5.0,breakfast,"['1 cup jumbo oats', '1 tbsp chia seeds Adds a pudding-like texture', 'as desired honey For sweetness']","['Mix the oats and chia seeds together in a bowl or jar.', 'Add honey as desired and stir.', 'Cover and refrigerate overnight.', 'In the morning, stir and top with fresh fruit, flaxseed, nuts, or a splash of milk if the oats are too thick.']",2.0,5 minutes,None,Breakfast,"{'Saturated Fat': '0.5 g', 'Fiber': '8 g', 'Sugar': '6 g'}",breakfast,main,yes,yes,9
